ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples,lamnda
275,1380,-0.166,-0.2,"{'obs': [0.0, 0.03426470588235294, 0.046764705882352944, 0.0, 0.0, 0.01, 0.01, 0.01, 0.023333333333333334, 0.01, 0.04426470588235294, 0.0325, 0.0325, 0.0325, 0.01, 0.06, 0.013333333333333332, 0.013333333333333332, 0.011764705882352941, 0.0, 0.0, 0.0125, 0.0, 0.030000000000000006, 0.0, 0.013333333333333332, 0.025098039215686273, 0.025098039215686273, 0.025098039215686273, 0.02583333333333333, 0.02583333333333333, 0.05833333333333333, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.0, 0.0, 0.04583333333333334, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.011764705882352941, 0.011764705882352941, 0.06759803921568627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.14622549019607844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04583333333333334]}",0.17394198231249355,0,276,0,"{'lens': [19, 16, 15, 19, 14]}",16.6,23848,0.6068499999999962
276,1385,-0.15,0.0,"{'obs': [0.0, 0.03611111111111111, 0.03611111111111111, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.01111111111111111, 0.02361111111111111, 0.025, 0.025, 0.0, 0.0, 0.0, 0.037896825396825394, 0.04900793650793651, 0.02361111111111111, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.037896825396825394, 0.037896825396825394, 0.0628968253968254, 0.0503968253968254, 0.0503968253968254, 0.0503968253968254, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0503968253968254, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.0125, 0.0125, 0.1128968253968254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08789682539682539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0628968253968254]}",0.1896976563656782,0,277,0,"{'lens': [15, 15, 13, 17, 15]}",15.0,23923,0.6068549999999963
277,1390,-0.14200000000000002,-0.4,"{'obs': [0.0, 0.04628851540616247, 0.0580532212885154, 0.025, 0.025, 0.025, 0.025, 0.0, 0.02777777777777778, 0.01111111111111111, 0.03305322128851541, 0.021288515406162466, 0.021288515406162466, 0.03081232492997199, 0.04628851540616247, 0.011764705882352941, 0.016666666666666666, 0.02777777777777778, 0.0, 0.0, 0.0, 0.009523809523809523, 0.041666666666666664, 0.023529411764705882, 0.0, 0.02777777777777778, 0.04444444444444444, 0.04444444444444444, 0.02777777777777778, 0.0373015873015873, 0.05793650793650793, 0.043510737628384685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009523809523809523, 0.02287581699346405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009523809523809523, 0.07208216619981325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043510737628384685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03239962651727357]}",0.14277596205558862,0,278,0,"{'lens': [17, 20, 11, 7, 16]}",14.2,23994,0.6068599999999963
278,1395,-0.15600000000000003,-0.2,"{'obs': [0.0, 0.0375, 0.0375, 0.025, 0.025, 0.025, 0.025, 0.0, 0.030634920634920636, 0.030158730158730156, 0.033134920634920635, 0.009523809523809523, 0.009523809523809523, 0.009523809523809523, 0.034523809523809526, 0.03809523809523809, 0.01, 0.019523809523809523, 0.03361111111111111, 0.0, 0.0, 0.0, 0.025, 0.009523809523809523, 0.0, 0.0, 0.03361111111111111, 0.06722222222222222, 0.06722222222222222, 0.01, 0.01, 0.019523809523809523, 0.0, 0.0, 0.0, 0.0, 0.02361111111111111, 0.0, 0.0, 0.019523809523809523, 0.0, 0.0, 0.0, 0.0, 0.02361111111111111, 0.02361111111111111, 0.03361111111111111, 0.07424603174603174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0832936507936508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04313492063492063]}",0.14647121518988263,0,279,0,"{'lens': [20, 7, 19, 15, 17]}",15.6,24072,0.6068649999999963
279,1400,-0.14,-0.4,"{'obs': [0.0, 0.011764705882352941, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07595238095238095, 0.011764705882352941, 0.023529411764705882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07595238095238095, 0.07595238095238095, 0.08771708683473389, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04771708683473389, 0.04771708683473389, 0.04771708683473389, 0.035952380952380944, 0.035952380952380944, 0.022619047619047615, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.0, 0.013333333333333332, 0.04428571428571428, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.011764705882352941, 0.020098039215686276, 0.12281512605042018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06438375350140055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03343137254901961]}",0.2300973393868811,0,280,0,"{'lens': [16, 13, 23, 14, 4]}",14.0,24142,0.6068699999999964
280,1405,-0.136,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07821428571428571, 0.07345238095238095, 0.022857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0744047619047619, 0.06571428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.07821428571428571, 0.05916666666666666, 0.04666666666666667, 0.023809523809523808, 0.023809523809523808, 0.014285714285714285, 0.0, 0.0, 0.02857142857142857, 0.0125, 0.02583333333333333, 0.0, 0.009523809523809523, 0.014285714285714285, 0.0, 0.0, 0.02857142857142857, 0.0, 0.03833333333333333, 0.03833333333333333, 0.03535714285714285, 0.06297619047619048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05916666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04964285714285714]}",0.21854901762224888,0,281,0,"{'lens': [15, 14, 13, 20, 6]}",13.6,24210,0.6068749999999964
281,1410,-0.14200000000000002,-0.2,"{'obs': [0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06462184873949581, 0.03716153127917834, 0.03968253968253968, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.03857142857142857, 0.05462184873949579, 0.053968253968253964, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.01, 0.021764705882352943, 0.057161531279178335, 0.08003734827264239, 0.07003734827264238, 0.036050420168067226, 0.036050420168067226, 0.024285714285714285, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.0, 0.011764705882352941, 0.024285714285714285, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.01111111111111111, 0.02287581699346405, 0.06892623716153128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09938375350140057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04716153127917834]}",0.20579281562304272,0,282,0,"{'lens': [19, 13, 17, 6, 16]}",14.2,24281,0.6068799999999964
282,1415,-0.124,-0.4,"{'obs': [0.0, 0.0125, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07063492063492063, 0.01111111111111111, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059523809523809514, 0.07063492063492063, 0.029166666666666664, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053968253968253964, 0.08313492063492063, 0.08313492063492063, 0.04027777777777777, 0.02361111111111111, 0.02361111111111111, 0.0125, 0.0, 0.0, 0.0, 0.014285714285714285, 0.030952380952380953, 0.0, 0.01111111111111111, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.030952380952380953, 0.030952380952380953, 0.025396825396825397, 0.09484126984126984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.0503968253968254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037896825396825394]}",0.2276802900505957,0,283,0,"{'lens': [15, 11, 17, 6, 13]}",12.4,24343,0.6068849999999965
283,1420,-0.12599999999999997,-0.4,"{'obs': [0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05952380952380952, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04523809523809524, 0.04523809523809524, 0.04523809523809524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.0738095238095238, 0.0738095238095238, 0.059523809523809514, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.014285714285714285, 0.07380952380952381, 0.014285714285714285, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.05952380952380952, 0.05952380952380952, 0.02857142857142857, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030952380952380953, 0.030952380952380953, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286]}",0.2107751350605619,0,284,0,"{'lens': [13, 13, 11, 13, 13]}",12.6,24406,0.6068899999999965
284,1425,-0.13799999999999998,-0.2,"{'obs': [0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05366946778711483, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05366946778711483, 0.05366946778711483, 0.05462184873949579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0679551820728291, 0.0679551820728291, 0.053669467787114844, 0.013333333333333332, 0.013333333333333332, 0.013333333333333332, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05462184873949579, 0.011764705882352941, 0.0, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.06890756302521009, 0.06638655462184873, 0.07719887955182073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06700280112044817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053669467787114844]}",0.2165385435117091,0,285,0,"{'lens': [13, 16, 14, 13, 13]}",13.8,24475,0.6068949999999965
285,1430,-0.158,0.0,"{'obs': [0.02287581699346405, 0.021637426900584796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06142623716153128, 0.010526315789473684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049661531279178335, 0.06018784706865201, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.0707141628581257, 0.0832141628581257, 0.07268784706865201, 0.04907673595754091, 0.03479102167182663, 0.023026315789473683, 0.03355263157894737, 0.0, 0.0, 0.0, 0.01111111111111111, 0.025396825396825397, 0.02287581699346405, 0.02287581699346405, 0.04407894736842105, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.02287581699346405, 0.045902132782937734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.057666838665290675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.06018784706865201]}",0.21737905081682202,0,286,0,"{'lens': [18, 17, 15, 16, 13]}",15.8,24554,0.6068999999999966
286,1435,-0.15000000000000002,-0.2,"{'obs': [0.0, 0.030526315789473686, 0.030526315789473686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03592314118629908, 0.03216374269005848, 0.030526315789473686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.04644945697577276, 0.05592314118629908, 0.0, 0.010526315789473684, 0.010526315789473684, 0.0, 0.0, 0.0, 0.010526315789473684, 0.06644945697577277, 0.08750208855472012, 0.07697577276524645, 0.021052631578947368, 0.021052631578947368, 0.010526315789473684, 0.0, 0.0, 0.0, 0.010526315789473684, 0.045396825396825394, 0.0, 0.010526315789473684, 0.021637426900584796, 0.0, 0.0, 0.0, 0.0, 0.045396825396825394, 0.025396825396825397, 0.03592314118629908, 0.07919799498746867, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.06808688387635756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04644945697577276]}",0.19232387086376587,0,287,0,"{'lens': [9, 13, 18, 17, 18]}",15.0,24629,0.6069049999999966
287,1440,-0.10999999999999999,-0.6,"{'obs': [0.034722222222222224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1069047619047619, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10412698412698411, 0.1166269841269841, 0.03111111111111111, 0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.06329365079365079, 0.043611111111111114, 0.043611111111111114, 0.034722222222222224, 0.02361111111111111, 0.02361111111111111, 0.02361111111111111, 0.0, 0.050793650793650794, 0.02857142857142857, 0.02, 0.0, 0.0, 0.0, 0.02361111111111111, 0.0, 0.02222222222222222, 0.02857142857142857, 0.02, 0.0, 0.0, 0.0, 0.034722222222222224, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.034722222222222224, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.02361111111111111]}",0.26822984538885786,0,288,0,"{'lens': [17, 8, 9, 6, 15]}",11.0,24684,0.6069099999999966
288,1445,-0.10400000000000001,-0.8,"{'obs': [0.02, 0.03666666666666667, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09714285714285714, 0.06523809523809523, 0.03428571428571429, 0.02, 0.0, 0.0, 0.0, 0.0, 0.06285714285714286, 0.08809523809523809, 0.014285714285714285, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08809523809523809, 0.05952380952380952, 0.04523809523809523, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.02857142857142857, 0.014285714285714285, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.014285714285714285, 0.030952380952380953, 0.030952380952380953, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285]}",0.2472697524578761,0,289,0,"{'lens': [9, 13, 13, 6, 11]}",10.4,24736,0.6069149999999967
289,1450,-0.12,-0.2,"{'obs': [0.0, 0.013333333333333332, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0744047619047619, 0.0, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0744047619047619, 0.060119047619047614, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0744047619047619, 0.054404761904761914, 0.054404761904761914, 0.06690476190476191, 0.040119047619047624, 0.040119047619047624, 0.0, 0.0, 0.03333333333333333, 0.0, 0.0, 0.026785714285714284, 0.0, 0.040119047619047624, 0.014285714285714285, 0.0, 0.03333333333333333, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.040119047619047624, 0.06773809523809524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054404761904761914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054404761904761914]}",0.22631365188457403,0,290,0,"{'lens': [14, 5, 13, 13, 15]}",12.0,24796,0.6069199999999967
290,1455,-0.11000000000000001,-0.6,"{'obs': [0.013333333333333332, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07365079365079365, 0.02857142857142857, 0.025, 0.025, 0.025, 0.025, 0.0, 0.0, 0.0546031746031746, 0.05142857142857142, 0.019047619047619046, 0.0, 0.009523809523809523, 0.034523809523809526, 0.025, 0.0, 0.02222222222222222, 0.07365079365079365, 0.0419047619047619, 0.022857142857142857, 0.022857142857142857, 0.009523809523809523, 0.009523809523809523, 0.0, 0.0, 0.050793650793650794, 0.050793650793650794, 0.02222222222222222, 0.013333333333333332, 0.0, 0.009523809523809523, 0.0, 0.0, 0.0, 0.050793650793650794, 0.02222222222222222, 0.013333333333333332, 0.013333333333333332, 0.022857142857142857, 0.022857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022857142857142857]}",0.21008820553471352,0,291,0,"{'lens': [6, 14, 20, 8, 7]}",11.0,24851,0.6069249999999967
291,1460,-0.13599999999999998,-0.2,"{'obs': [0.0, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0544047619047619, 0.0544047619047619, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05619047619047619, 0.06869047619047619, 0.05619047619047619, 0.0419047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.026785714285714284, 0.06869047619047619, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0544047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.08202380952380953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0544047619047619]}",0.23688105154256994,0,292,0,"{'lens': [13, 13, 13, 14, 15]}",13.6,24919,0.6069549999999967
292,1465,-0.12000000000000002,-0.6,"{'obs': [0.0, 0.0125, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07505835667600373, 0.02222222222222222, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05283613445378151, 0.08478057889822596, 0.05694444444444444, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.05283613445378151, 0.08755835667600373, 0.05898692810457516, 0.02426470588235294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0125, 0.02426470588235294, 0.011764705882352941, 0.02426470588235294, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0125, 0.02426470588235294, 0.02426470588235294, 0.03676470588235294, 0.02426470588235294, 0.0, 0.0, 0.0125, 0.0125, 0.0, 0.0, 0.0, 0.03602941176470588, 0.0, 0.0, 0.0625, 0.0125, 0.0, 0.0, 0.0, 0.02426470588235294]}",0.23511414776394507,0,293,0,"{'lens': [16, 8, 15, 15, 6]}",12.0,24979,0.6069849999999967
293,1470,-0.122,-0.4,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08700280112044818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09876750700280112, 0.07366946778711485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.08700280112044818, 0.08700280112044818, 0.0584313725490196, 0.025098039215686273, 0.011764705882352941, 0.011764705882352941, 0.0, 0.0, 0.0, 0.02857142857142857, 0.04444444444444444, 0.024444444444444442, 0.0, 0.02287581699346405, 0.011764705882352941, 0.0, 0.0, 0.050793650793650794, 0.03333333333333333, 0.024444444444444442, 0.024444444444444442, 0.03398692810457517, 0.034640522875816995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0, 0.02287581699346405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026666666666666665, 0.013333333333333332, 0.03620915032679738]}",0.26578414469399797,0,294,0,"{'lens': [17, 6, 8, 16, 14]}",12.2,25040,0.6070149999999966
294,1475,-0.16599999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05987484737484737, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.04558913308913309, 0.007692307692307693, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.058089133089133084, 0.05328144078144078, 0.04558913308913309, 0.0567002442002442, 0.06329365079365079, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.05328144078144078, 0.021978021978021976, 0.02857142857142857, 0.007692307692307693, 0.0, 0.0, 0.0, 0.0, 0.038995726495726496, 0.038995726495726496, 0.07867826617826618, 0.08637057387057387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08775946275946275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05987484737484737]}",0.21666184469918792,0,295,0,"{'lens': [17, 13, 13, 25, 15]}",16.6,25123,0.6070449999999966
295,1480,-0.17200000000000001,-0.2,"{'obs': [0.0, 0.00909090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04703425229741019, 0.00909090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04703425229741019, 0.045014050277208166, 0.03390293916609706, 0.0, 0.010526315789473684, 0.0, 0.0, 0.0, 0.02222222222222222, 0.04242424242424242, 0.07430697957013746, 0.07430697957013746, 0.06665147717779296, 0.03592314118629908, 0.021637426900584796, 0.0, 0.0, 0.01111111111111111, 0.01111111111111111, 0.00909090909090909, 0.01111111111111111, 0.025396825396825397, 0.043859649122807015, 0.043859649122807015, 0.0, 0.0, 0.0, 0.01818181818181818, 0.029292929292929294, 0.03448773448773449, 0.00909090909090909, 0.06289207868155236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.01111111111111111, 0.052365762892078685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.045014050277208166]}",0.2035396008600307,0,296,0,"{'lens': [18, 17, 17, 21, 13]}",17.2,25209,0.6070749999999966
296,1485,-0.14800000000000002,-0.4,"{'obs': [0.015384615384615385, 0.04316239316239316, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037884615384615385, 0.021111111111111112, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027884615384615386, 0.021111111111111112, 0.016666666666666666, 0.0, 0.026666666666666665, 0.0, 0.03205128205128205, 0.0, 0.04326923076923077, 0.04899572649572649, 0.08927350427350426, 0.08927350427350426, 0.10232905982905985, 0.06316239316239317, 0.05316239316239315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0225, 0.01, 0.03222222222222222, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.0125, 0.034722222222222224, 0.03361111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03361111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03361111111111111]}",0.2074155102844876,0,297,0,"{'lens': [12, 11, 15, 19, 17]}",14.8,25283,0.6070799999999966
297,1490,-0.14,-0.2,"{'obs': [0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07718253968253967, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11190476190476191, 0.0744047619047619, 0.01111111111111111, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.07579365079365079, 0.0869047619047619, 0.07579365079365079, 0.04722222222222222, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03611111111111111, 0.02361111111111111, 0.02222222222222222, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.02361111111111111, 0.03611111111111111, 0.04722222222222222, 0.05972222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05833333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04722222222222222]}",0.2549146064685184,0,298,0,"{'lens': [15, 15, 17, 17, 6]}",14.0,25353,0.6071099999999966
298,1495,-0.146,-0.4,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07705026455026454, 0.01990740740740741, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.03597883597883598, 0.0125, 0.0, 0.007407407407407407, 0.0, 0.0, 0.014814814814814814, 0.02857142857142857, 0.07195767195767196, 0.08955026455026453, 0.048478835978835975, 0.05588624338624339, 0.03419312169312169, 0.03419312169312169, 0.014814814814814814, 0.007407407407407407, 0.014814814814814814, 0.04107142857142857, 0.0, 0.014285714285714285, 0.0, 0.026785714285714284, 0.027314814814814813, 0.0, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 0.014285714285714285, 0.03597883597883598, 0.06329365079365079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.048478835978835975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03597883597883598]}",0.22008942293285136,0,299,0,"{'lens': [15, 26, 6, 13, 13]}",14.6,25426,0.6071399999999966
299,1500,-0.132,-0.4,"{'obs': [0.02857142857142857, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051764705882352935, 0.04523809523809523, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.03509803921568627, 0.051764705882352935, 0.03333333333333334, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04019607843137255, 0.07352941176470587, 0.07176470588235292, 0.05509803921568627, 0.03509803921568627, 0.03509803921568627, 0.013333333333333332, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.0, 0.021764705882352943, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.021764705882352943, 0.04843137254901961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.04686274509803921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03509803921568627]}",0.19227414458541175,0,300,0,"{'lens': [6, 16, 19, 14, 11]}",13.2,25492,0.6071449999999966
300,1505,-0.122,-0.6,"{'obs': [0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07131996658312448, 0.028708133971291867, 0.010526315789473684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07131996658312448, 0.08950178476494265, 0.030526315789473686, 0.046753246753246755, 0.028181818181818186, 0.01, 0.0, 0.0, 0.0, 0.07897546897546898, 0.12768360294676082, 0.10768360294676085, 0.03870813397129187, 0.020526315789473684, 0.020526315789473684, 0.010526315789473684, 0.0, 0.0, 0.02222222222222222, 0.02222222222222222, 0.0, 0.0, 0.01, 0.010526315789473684, 0.0, 0.0, 0.02222222222222222, 0.0, 0.0, 0.0, 0.01, 0.031052631578947366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04157894736842105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020526315789473684]}",0.2639108438467334,0,301,0,"{'lens': [19, 6, 18, 10, 8]}",12.2,25553,0.6071749999999966
